File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF035CPN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BJA	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EGR1-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF595PNZ/, /files/ENCFF356LFX/, /files/ENCFF950CIA/	151231	ENCODE Processing Pipeline	d3ea6cbf6e99222690ce542f60665618		https://www.encodeproject.org/files/ENCFF035CPN/@@download/ENCFF035CPN.bed.gz				released	s3://encode-public/2021/01/02/b48301dd-1daa-4817-9a1a-d16082642929/ENCFF035CPN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/b48301dd-1daa-4817-9a1a-d16082642929/ENCFF035CPN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, low read length, low read depth		
ENCFF797TDE	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BJA	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EGR1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF595PNZ/, /files/ENCFF950CIA/, /files/ENCFF024TLY/	2544074	ENCODE Processing Pipeline	64b7f82e8f936d39e34ea01e80e24f39		https://www.encodeproject.org/files/ENCFF797TDE/@@download/ENCFF797TDE.bed.gz				released	s3://encode-public/2021/01/02/1b6e565a-7b6f-41f9-a982-ead9d0ad0394/ENCFF797TDE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/1b6e565a-7b6f-41f9-a982-ead9d0ad0394/ENCFF797TDE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, low read length, low read depth		
ENCFF393YCR	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BJA	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										EGR1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF595PNZ/, /files/ENCFF950CIA/, /files/ENCFF024TLY/	2266078	ENCODE Processing Pipeline	530bec934d255af4ebe66457ac498039		https://www.encodeproject.org/files/ENCFF393YCR/@@download/ENCFF393YCR.bed.gz				released	s3://encode-public/2021/01/02/26cce349-6d88-4d6d-a051-d60e309fd018/ENCFF393YCR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/26cce349-6d88-4d6d-a051-d60e309fd018/ENCFF393YCR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, low read length, low read depth		
ENCFF545IZI	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BSN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CREB1-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF723CXP/, /files/ENCFF356LFX/, /files/ENCFF855LUO/, /files/ENCFF894EQJ/, /files/ENCFF618AQB/	323313	ENCODE Processing Pipeline	5c9564b7cf3d8b0005c750cad1f1ed29		https://www.encodeproject.org/files/ENCFF545IZI/@@download/ENCFF545IZI.bed.gz				released	s3://encode-public/2021/01/05/6fdfc09d-a1ef-4dea-b68f-a24d621a27f0/ENCFF545IZI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/05/6fdfc09d-a1ef-4dea-b68f-a24d621a27f0/ENCFF545IZI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms		
ENCFF316JHA	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BSN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CREB1-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF855LUO/, /files/ENCFF723CXP/, /files/ENCFF894EQJ/, /files/ENCFF618AQB/	4303272	ENCODE Processing Pipeline	415668d3b20d45f2ccde724200b6cbc4		https://www.encodeproject.org/files/ENCFF316JHA/@@download/ENCFF316JHA.bed.gz				released	s3://encode-public/2021/01/05/01a45479-4ad3-4bc4-8879-ef009d518d55/ENCFF316JHA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/05/01a45479-4ad3-4bc4-8879-ef009d518d55/ENCFF316JHA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms		
ENCFF589VAV	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BSN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CREB1-human	DNA						2012-09-10	ENCODE		see document		1	1_1							/files/ENCFF855LUO/, /files/ENCFF723CXP/, /files/ENCFF618AQB/	3355509	ENCODE Processing Pipeline	ff38204979e50c39104f6ed4a8552601		https://www.encodeproject.org/files/ENCFF589VAV/@@download/ENCFF589VAV.bed.gz				released	s3://encode-public/2021/01/05/34341f19-e71c-42a4-b900-9e0afe3f766d/ENCFF589VAV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/05/34341f19-e71c-42a4-b900-9e0afe3f766d/ENCFF589VAV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms		
ENCFF355ARF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BSN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CREB1-human	DNA						2012-09-10	ENCODE		see document		1	1_1							/files/ENCFF855LUO/, /files/ENCFF723CXP/, /files/ENCFF618AQB/, /files/ENCFF356LFX/	226758	ENCODE Processing Pipeline	714c87d15254f307908f6747ea0a1d5f		https://www.encodeproject.org/files/ENCFF355ARF/@@download/ENCFF355ARF.bed.gz				released	s3://encode-public/2021/01/05/06415623-f277-468e-9cd9-e24fa0fa8628/ENCFF355ARF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/05/06415623-f277-468e-9cd9-e24fa0fa8628/ENCFF355ARF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms		
ENCFF993OEW	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BSN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CREB1-human	DNA						2012-09-10	ENCODE		see document		2	2_1							/files/ENCFF855LUO/, /files/ENCFF618AQB/, /files/ENCFF894EQJ/	3778769	ENCODE Processing Pipeline	1ab667474d35159b57c06648a1ce3410		https://www.encodeproject.org/files/ENCFF993OEW/@@download/ENCFF993OEW.bed.gz				released	s3://encode-public/2021/01/05/06939329-0e1b-4e7d-84a3-501819635f0e/ENCFF993OEW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/05/06939329-0e1b-4e7d-84a3-501819635f0e/ENCFF993OEW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms		
ENCFF719PIM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BSN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CREB1-human	DNA						2012-09-10	ENCODE		see document		2	2_1							/files/ENCFF855LUO/, /files/ENCFF618AQB/, /files/ENCFF894EQJ/, /files/ENCFF356LFX/	222896	ENCODE Processing Pipeline	ffbd95a4fec474015974d018feeec6f0		https://www.encodeproject.org/files/ENCFF719PIM/@@download/ENCFF719PIM.bed.gz				released	s3://encode-public/2021/01/05/dce59b09-8f71-4edc-8e5e-b7039a36c5d6/ENCFF719PIM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/05/dce59b09-8f71-4edc-8e5e-b7039a36c5d6/ENCFF719PIM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms		
ENCFF320IMU	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BSN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CREB1-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF855LUO/, /files/ENCFF723CXP/, /files/ENCFF894EQJ/, /files/ENCFF618AQB/	4557180	ENCODE Processing Pipeline	125886fbf498f5626ba36afd0884502a		https://www.encodeproject.org/files/ENCFF320IMU/@@download/ENCFF320IMU.bed.gz				released	s3://encode-public/2021/01/05/21de67e6-9644-4c4f-9b90-164acd5b0e6c/ENCFF320IMU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/05/21de67e6-9644-4c4f-9b90-164acd5b0e6c/ENCFF320IMU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms		
ENCFF978KGB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BSN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CREB1-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF723CXP/, /files/ENCFF356LFX/, /files/ENCFF855LUO/, /files/ENCFF894EQJ/, /files/ENCFF618AQB/	358032	ENCODE Processing Pipeline	fc8296ce9b1cd964d7b121db26f0d5a9		https://www.encodeproject.org/files/ENCFF978KGB/@@download/ENCFF978KGB.bed.gz				released	s3://encode-public/2021/01/05/2641bc39-1eef-4812-b9a6-74d505a05f63/ENCFF978KGB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/05/2641bc39-1eef-4812-b9a6-74d505a05f63/ENCFF978KGB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms		
ENCFF849UQH	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		2	2_1							/files/ENCFF111DMT/, /files/ENCFF513EWK/	4918292	ENCODE Processing Pipeline	23a9f532f1513c465216266d3a749259		https://www.encodeproject.org/files/ENCFF849UQH/@@download/ENCFF849UQH.bed.gz				released	s3://encode-public/2016/12/16/09c13bf4-11b0-491a-930d-1f80d81772f5/ENCFF849UQH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/09c13bf4-11b0-491a-930d-1f80d81772f5/ENCFF849UQH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	improper control_type of control experiment, low read depth, low read length		
ENCFF161TNS	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1	1_1							/files/ENCFF814NIM/, /files/ENCFF513EWK/	5312797	ENCODE Processing Pipeline	859e7c69c3c6e0cc5978288e6fa4bc32		https://www.encodeproject.org/files/ENCFF161TNS/@@download/ENCFF161TNS.bed.gz				released	s3://encode-public/2016/12/16/fb979b2f-3232-43f7-9956-00c68e615843/ENCFF161TNS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/fb979b2f-3232-43f7-9956-00c68e615843/ENCFF161TNS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	improper control_type of control experiment, low read depth, low read length		
ENCFF369PMA	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF111DMT/, /files/ENCFF814NIM/, /files/ENCFF513EWK/	5601296	ENCODE Processing Pipeline	20c37baa815ed0e40429d244e3e39fea		https://www.encodeproject.org/files/ENCFF369PMA/@@download/ENCFF369PMA.bed.gz				released	s3://encode-public/2016/12/16/d07c4185-0c57-421b-87eb-b5a7575b382b/ENCFF369PMA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/d07c4185-0c57-421b-87eb-b5a7575b382b/ENCFF369PMA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	improper control_type of control experiment, low read depth, low read length		
ENCFF748YXF	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF161TNS/, /files/ENCFF849UQH/, /files/ENCFF419RSJ/, /files/ENCFF369PMA/	400085	ENCODE Processing Pipeline	d91c6161ca0615e10045d7408ea25edb		https://www.encodeproject.org/files/ENCFF748YXF/@@download/ENCFF748YXF.bed.gz				released	s3://encode-public/2016/12/16/ddbb1329-0121-4130-8538-944980024b6d/ENCFF748YXF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/ddbb1329-0121-4130-8538-944980024b6d/ENCFF748YXF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	improper control_type of control experiment, low read depth, low read length		
ENCFF108YPE	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF161TNS/, /files/ENCFF849UQH/, /files/ENCFF419RSJ/, /files/ENCFF369PMA/	326718	ENCODE Processing Pipeline	4b01f6d786e7ed24db8a34b588129bd5		https://www.encodeproject.org/files/ENCFF108YPE/@@download/ENCFF108YPE.bed.gz				released	s3://encode-public/2016/12/16/e7249515-ed23-4f4f-a167-e49f9c650081/ENCFF108YPE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/e7249515-ed23-4f4f-a167-e49f9c650081/ENCFF108YPE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	improper control_type of control experiment, low read depth, low read length		
ENCFF114USK	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF862IJP/, /files/ENCFF356LFX/, /files/ENCFF666XTT/, /files/ENCFF972YCC/	320045	ENCODE Processing Pipeline	fd0b41fc7b31b128207ae84c4c6d0ba4		https://www.encodeproject.org/files/ENCFF114USK/@@download/ENCFF114USK.bed.gz				released	s3://encode-public/2020/12/26/5106dda3-ae1a-4c28-b590-a0586fb9ab85/ENCFF114USK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/5106dda3-ae1a-4c28-b590-a0586fb9ab85/ENCFF114USK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	improper control_type of control experiment, low read depth, low read length		
ENCFF037WGI	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1	1_1							/files/ENCFF972YCC/, /files/ENCFF666XTT/	3587980	ENCODE Processing Pipeline	b0db13fe95c08ddaf24ff956483c94ef		https://www.encodeproject.org/files/ENCFF037WGI/@@download/ENCFF037WGI.bed.gz				released	s3://encode-public/2020/12/26/7c55b26a-ba24-430f-8ab4-8c565307e9a7/ENCFF037WGI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/7c55b26a-ba24-430f-8ab4-8c565307e9a7/ENCFF037WGI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	improper control_type of control experiment, low read depth, low read length		
ENCFF484BPF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		2	2_1							/files/ENCFF862IJP/, /files/ENCFF972YCC/, /files/ENCFF356LFX/	193220	ENCODE Processing Pipeline	c56d4a8e5d4d5d0a61ff04dbf93a3009		https://www.encodeproject.org/files/ENCFF484BPF/@@download/ENCFF484BPF.bed.gz				released	s3://encode-public/2020/12/26/44f24d86-748d-4331-9734-6791672d2ef3/ENCFF484BPF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/44f24d86-748d-4331-9734-6791672d2ef3/ENCFF484BPF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	improper control_type of control experiment, low read depth, low read length		
ENCFF662KKS	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF862IJP/, /files/ENCFF972YCC/, /files/ENCFF666XTT/	3680073	ENCODE Processing Pipeline	f7c899e78d9ea4a4ded67602d0454aa2		https://www.encodeproject.org/files/ENCFF662KKS/@@download/ENCFF662KKS.bed.gz				released	s3://encode-public/2020/12/26/9636a0c8-e515-4d51-aa58-d8d9ac1170b4/ENCFF662KKS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/9636a0c8-e515-4d51-aa58-d8d9ac1170b4/ENCFF662KKS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	improper control_type of control experiment, low read depth, low read length		
ENCFF422OJK	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF862IJP/, /files/ENCFF972YCC/, /files/ENCFF666XTT/	3336616	ENCODE Processing Pipeline	10cc34a53d479febd54829141e9d381b		https://www.encodeproject.org/files/ENCFF422OJK/@@download/ENCFF422OJK.bed.gz				released	s3://encode-public/2020/12/26/d0c87340-81ec-4214-b847-e300a5277078/ENCFF422OJK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/d0c87340-81ec-4214-b847-e300a5277078/ENCFF422OJK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	improper control_type of control experiment, low read depth, low read length		
ENCFF817TGF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF862IJP/, /files/ENCFF356LFX/, /files/ENCFF666XTT/, /files/ENCFF972YCC/	391698	ENCODE Processing Pipeline	28cca779a487d94fa82022be5faf13e2		https://www.encodeproject.org/files/ENCFF817TGF/@@download/ENCFF817TGF.bed.gz				released	s3://encode-public/2020/12/26/02b2f47d-7eaa-4c59-9d81-747b3a05196d/ENCFF817TGF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/02b2f47d-7eaa-4c59-9d81-747b3a05196d/ENCFF817TGF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	improper control_type of control experiment, low read depth, low read length		
ENCFF748XCX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1	1_1							/files/ENCFF356LFX/, /files/ENCFF666XTT/, /files/ENCFF972YCC/	357546	ENCODE Processing Pipeline	e242911b444197cef8e4af2eed517f14		https://www.encodeproject.org/files/ENCFF748XCX/@@download/ENCFF748XCX.bed.gz				released	s3://encode-public/2020/12/26/d2b774c3-677f-4799-af63-cd0e8c8bea1c/ENCFF748XCX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/d2b774c3-677f-4799-af63-cd0e8c8bea1c/ENCFF748XCX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	improper control_type of control experiment, low read depth, low read length		
ENCFF982PBH	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		2	2_1							/files/ENCFF862IJP/, /files/ENCFF972YCC/	2054885	ENCODE Processing Pipeline	3234cada470c1255d7373ebb5f5f6f05		https://www.encodeproject.org/files/ENCFF982PBH/@@download/ENCFF982PBH.bed.gz				released	s3://encode-public/2020/12/26/4c8c35eb-b969-4bb1-875f-d7802145779c/ENCFF982PBH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/4c8c35eb-b969-4bb1-875f-d7802145779c/ENCFF982PBH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	improper control_type of control experiment, low read depth, low read length		
ENCFF507JJA	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR395USV	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF008ALX/, /files/ENCFF717QWP/, /files/ENCFF843PKT/	7137081	ENCODE Processing Pipeline	d121c5fbff7ebb9c92e82059f08e1fa8		https://www.encodeproject.org/files/ENCFF507JJA/@@download/ENCFF507JJA.bed.gz				released	s3://encode-public/2017/12/07/ad7a9a69-26e3-4c06-ba46-aeb4ced90999/ENCFF507JJA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/07/ad7a9a69-26e3-4c06-ba46-aeb4ced90999/ENCFF507JJA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	moderate library complexity, control low read depth, mild to moderate bottlenecking, mixed read lengths	insufficient read depth	
ENCFF353XFJ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR395USV	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_2							/files/ENCFF008ALX/, /files/ENCFF717QWP/, /files/ENCFF421AGL/, /files/ENCFF843PKT/	3506221	ENCODE Processing Pipeline	d77488921bc3aec1f3c5f2e75234d264		https://www.encodeproject.org/files/ENCFF353XFJ/@@download/ENCFF353XFJ.bed.gz				released	s3://encode-public/2017/12/07/ae4f26f2-a2af-4d53-944e-58e57700d54c/ENCFF353XFJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/07/ae4f26f2-a2af-4d53-944e-58e57700d54c/ENCFF353XFJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	moderate library complexity, control low read depth, mild to moderate bottlenecking, mixed read lengths	insufficient read depth	
